geneid	chr	left	right
AC105046.10	chr8	22626710	22841366
AC105052.3-201	chr7	102082576	102089083
AC105052.3-204	chr7	102073235	102087369
AC105129.4	chr15	63460878	63502463
AC105219.6	chr8	144925636	144926923
AC105287.5-201	chr4	39448108	39449395
AC105287.5-203	chr4	39485723	39504277
AC105337.7	chr17	75295670	75297379
AC105345.3-201	chr4	8559455	8565237
AC105345.3-202	chr4	8530206	8534090
AC105391.1	chr4	106693226	106772285
AC105446.4	chr7	100434813	100448936
AC105749.2	chr3	36843315	36877415
AC105760.3	chr2	237621981	237629549
AC105915.5	chr4	5950219	6042275
AC105916.4	chr4	9303580	9313951
AC105935.2	chr3	49952596	49955297
AC106011.3	chr8	39427724	39499522
AC106017.11	chr17	19063286	19066433
AC106712.5	chr3	103142393	103199460
AC106774.2	chr5	17551334	17551936
AC106782.5-201	chr16	30186415	30254196
AC106782.5-202	chr16	30202839	30219562
AC106782.6	chr16	30342522	30348874
AC106788.3-201	chr16	22370389	22385434
AC106788.3-202	chr16	22393858	22409662
AC106788.3-203	chr16	22432584	22455207
AC106795.3	chr5	177235202	177243873
AC106818.2	chr5	92961819	92965060
AC106819.3	chr16	45063169	45160510
AC106876.3	chr2	233585568	233588839
AC106886.3-201	chr16	30739971	30740859
AC106886.3-202	chr16	30676254	30681043
AC106900.1	chr2	174921126	174968689
AC107071.3	chr4	109791207	109808423
AC107218.4	chr2	214987163	214987579
AC107883.6	chr15	75187526	75331928
AC107918.5-202	chr8	11888846	11891230
AC107918.5-203	chr8	11877239	11879508
AC107918.5-204	chr8	11868855	11869517
AC107952.5	chr8	57286902	57292578
AC107956.8	chr11	17206368	17207311
AC107977.13-201	chr15	100103645	100110581
AC107977.13-202	chr15	100121138	100121775
AC107977.13-203	chr15	100118755	100119392
AC107977.13-204	chr15	100115877	100116515
AC107977.13-205	chr15	100113714	100114072
AC107977.13-206	chr15	100111366	100112250
AC107977.13-208	chr15	100121326	100122457
AC107983.3	chr17	18356418	18363695
AC108021.3	chr4	86106562	86106983
AC108078.3-202	chr4	70311158	70323496
AC108078.3-203	chr4	70289798	70296132
AC108134.3	chr16	3022483	3029132
AC108142.1	chr4	183299801	183302613
AC108671.5	chr3	187168919	187180320
AC108704.3	chr12	127864550	127864808
AC108724.4-201	chr3	75751386	75755659
AC108724.4-202	chr3	75863898	75917360
AC108747.5	chr3	191846266	191858537
AC109319.17	chr17	37211725	37222381
AC109322.16	chr8	145177412	145178083
AC109326.11	chr17	38576772	38719232
AC109333.28	chr17	4743727	4746986
AC109446.2	chr16	17097559	17097819
AC109486.2	chr5	59819516	59819923
AC109583.2	chr3	46846898	46850589
AC109587.2	chr3	69107068	69144284
AC109599.4	chr16	73203494	73204620
AC109635.6	chr11	50195576	50214199
AC109825.4	chr2	228501292	228743575
AC110079.3	chr4	119825995	119851523
AC110280.8-201	chr8	145408688	145411635
AC110280.8-202	chr8	145443641	145456704
AC110285.14	chr17	77004390	77005054
AC110619.2	chr2	241037508	241044804
AC110754.4	chr2	11591693	11700365
AC110760.3	chr4	76077322	76194347
AC110766.5	chr4	30585857	30738850
AC110792.3	chr4	54547508	54547918
AC110799.3	chr4	43595231	43596125
AC110814.5	chr4	4400768	4471686
AC111177.15	chr11	6106416	6107282
AC111200.7	chr2	86988587	87094615
AC112128.4	chr3	114719249	114791449
AC112166.3	chr16	28957477	28970549
AC112211.2	chr3	33106921	33113297
AC112215.3	chr3	52545661	52549584
AC112229.4-202	chr2	110647700	110665189
AC112229.4-203	chr2	110569013	110569923
AC112484.8	chr3	130111399	130147499
AC112491.4	chr3	162545283	162573362
AC112512.6	chr3	47618209	47621171
AC112641.3	chr3	161426323	161428693
AC112721.3-204	chr2	237994802	237998658
AC112721.3-205	chr2	238002302	238008204
AC113191.13	chr8	43067818	43097480
AC113404.3	chr5	75501666	75505935
AC113612.3	chr2	89937336	89937751
AC114273.2	chr19	16005564	16013945
AC114341.9	chr18	75763454	75805312
AC114490.2	chr1	35213888	35216894
AC114546.14	chr15	33057982	33059473
AC114737.3	chr7	76489571	76499610
AC114771.3	chr4	141424330	141434998
AC114772.5	chr2	69539918	69547168
AC114803.5	chr2	219900375	219906143
AC114947.1	chr5	43228084	43316708
AC114967.2	chr5	41033880	41113219
AC114982.2	chr5	61865238	61865375
AC115090.8	chr17	33961519	34015709
AC115102.7	chr15	83013781	83018061
AC116165.7-201	chr15	20253724	20267066
AC116165.7-202	chr15	20287610	20294983
AC116165.7-204	chr15	20294732	20297366
AC116334.1	chr5	147529489	147535154
AC116342.2	chr19	60465520	60483285
AC116351.2	chr5	1040295	1050423
AC116353.2	chr5	139992870	140022247
AC116366.4	chr5	131774227	131839635
AC116376.4	chr8	19500730	19501992
AC116447.10	chr18	31166633	31173277
AC116655.7-201	chr4	9010028	9014389
AC116655.7-203	chr4	8978698	8979894
AC116655.7-204	chr4	8973952	8975545
AC116655.7-205	chr4	8964461	8966054
AC116655.7-206	chr4	8959716	8961309
AC116655.7-207	chr4	8954971	8956564
AC116655.7-208	chr4	8950226	8951819
AC116655.7-209	chr4	8945481	8947074
AC116655.7-210	chr4	8940734	8942327
AC116655.7-211	chr4	8935988	8937581
AC116655.7-213	chr4	8994024	8999829
AC116904.7	chr18	70411054	70416040
AC117402.9	chr3	112093677	112095013
AC117460.7	chr3	99440003	99440815
AC117469.3	chr3	195488267	195513284
AC117521.2	chr5	93774435	93838645
AC117834.6	chr8	93965041	93967189
AC118138.2-201	chr7	74645565	74705533
AC118138.2-202	chr7	74641636	74642061
AC118278.4	chr4	149170	174241
AC118344.2-201	chr19	45559982	45563088
AC118344.2-202	chr19	45471236	45473226
AC118459.2	chrc5_H2	69626610	69628475
AC118556.2	chr1	200827522	200828064
AC118758.3	chr7	56839246	56856131
AC120024.22-201	chr17	76003579	76024593
AC120024.22-202	chr17	76003562	76026476
AC120036.5-201	chr8	48187900	48188590
AC120036.5-202	chr8	48233281	48233685
AC120042.3	chr8	64053377	64055662
AC120045.19-201	chr15	28193434	28211236
AC120045.19-202	chr15	28169339	28172994
AC120045.19-203	chr15	28221399	28221905
AC120053.4	chr8	94777082	94784210
AC120114.2	chr16	29782656	29786869
AC120194.6	chr8	71648235	71649225
AC120498.2-201	chr16	1218337	1220186
AC120498.2-202	chr16	1295572	1299415
AC121338.6	chr12	46562699	46581575
AC121493.1	chr3	65314946	65999023
AC122133.4-201	chr7	57075980	57080801
AC122133.4-202	chr7	57085931	57091937
AC122684.3	chr12	53963801	53993127
AC123768.8	chr15	30672949	30680425
AC123788.7	chr11	3392728	3393463
AC124056.8	chr11	17755440	17755946
AC124293.6	chr8	73504410	73504706
AC124312.5	chr15	22873106	22881500
AC124649.6	chr8	27260443	27261060
AC124781.4-201	chr7	74017019	74076923
AC124781.4-202	chr7	74080219	74080644
AC124798.5	chr11	17329885	17355443
AC125494.2	chr12	6646689	6647454
AC126281.3-202	chr4	191229661	191230935
AC126281.3-203	chr4	191242841	191244115
AC126281.3-204	chr4	191232954	191234228
AC126323.6-201	chr15	60325924	60333812
AC126323.6-203	chr15	60322074	60323649
AC126327.6	chr17	31820238	31831152
AC126335.16-203	chr15	19624910	19634453
AC126335.16-204	chr15	19501231	19590127
AC126339.6	chr15	80767534	80780079
AC126365.6	chr17	20707302	20740045
AC126544.5	chr17	41069421	41069945
AC126564.7	chr12	130215509	130263428
AC126755.3-201	chr16	18359460	18374143
AC126755.3-202	chr16	18319307	18348632
AC126759.1	chrNT_113963	14107	21908
AC127391.4-201	chr2	91434829	91483467
AC127391.4-202	chr2	91392354	91395689
AC127457.2	chr16	30293624	30296811
AC127496.5-201	chr17	76133220	76554768
AC127496.5-202	chr17	76617528	76622968
AC128648.5	chr3	143179267	143204805
AC128683.3	chr3	131761868	131878566
AC129492.6	chr17	8003189	8007017
AC129778.5-201	chr9	42843630	42849081
AC129778.5-202	chr9	42659317	42704589
AC129894.9-201	chrNT_113933	58946	60469
AC129894.9-202	chrNT_113933	50764	51105
AC130289.2	chr17	23229523	23243474
AC130360.4-201	chr8	7259788	7261795
AC130360.4-202	chr8	7182047	7183639
AC130360.4-204	chr8	7202886	7230490
AC130364.5	chr11	49811265	49817448
AC130365.5-201	chr8	7871325	7872917
AC130365.5-202	chr8	7885347	7892453
AC130365.5-204	chr8	7821269	7847345
AC130366.5	chr8	11959307	11966665
AC130416.4	chr3	140221396	140222193
AC130449.1	chr16	28456163	28457996
AC130454.2	chr16	23673449	23677757
AC130651.2	chr16	15933055	15933654
AC130689.8	chr17	1748865	1749598
AC130709.3	chr2	68608772	68609875
AC131097.1	chr2	242460559	242464155
AC131097.4	chr2	242484861	242493375
AC131157.4-201	chr12	48557746	48560261
AC131157.4-203	chr12	48544778	48559962
AC131157.4-204	chr12	48483000	48484082
AC131160.6	chr3	185005880	185006380
AC131180.3	chr2	131760861	131766589
AC131212.6-201	chr12	131657121	131670437
AC131212.6-202	chr12	131689811	131691478
AC131233.3	chr3	75487797	75489883
AC131238.3	chr12	116987865	117026136
AC131280.9-201	chr15	19027714	19041033
AC131280.9-203	chr15	18998028	18998402
AC131280.9-204	chr15	18999511	19007128
AC131392.2	chr5	69230352	69233138
AC131952.1	chr4	174144921	174153488
AC131971.9	chr11	2967669	2969139
AC132010.21-201	chrNT_113964	146487	147005
AC132010.21-202	chrNT_113964	128330	128996
AC132010.21-203	chrNT_113964	93766	95146
AC132010.21-204	chrNT_113964	74613	75131
AC132010.21-205	chrNT_113964	21503	21958
AC132186.3	chr16	65061009	65073673
AC132216.7	chr11	33858765	33859914
AC132479.2-201	chr2	130909705	130915458
AC132479.2-202	chr2	130933498	130983709
AC132872.17	chr17	77869483	77870698
AC132938.1	chr17	77910411	77914934
AC132938.9	chr17	77943389	77969751
AC133104.3	chr2	95475638	95486567
AC133485.1	chr16	32172145	32176496
AC133555.3-201	chr16	29402511	29406470
AC133555.3-203	chr16	29361070	29377846
AC133561.4	chr16	33685729	33694032
AC133644.1	chr2	87536124	87602139
AC133644.3	chr2	87536063	87687439
AC133781.4-201	chrNT_113880	151162	183729
AC133781.4-202	chrNT_113880	118579	146006
AC133781.4-203	chrNT_113880	92953	104023
AC133781.4-204	chrNT_113880	54816	91058
AC133781.4-205	chrNT_113880	1617	54450
AC133919.3	chr16	88633670	88641534
AC133961.3	chr4	25524917	25540531
AC134312.3	chr16	86679148	86692066
AC134504.2	chr3	46758586	46829052
AC134775.8	chr11	44026107	44038103
AC134873.2	chr2	242679518	242729712
AC134878.3	chrY	11769481	11830682
AC134882.2-201	chrY	11956316	11984675
AC134882.2-203	chrY	11919172	11919348
AC135048.2	chr16	30841418	30841786
AC135050.5	chr16	31002246	31007631
AC135352.6	chr8	12853236	12909550
AC135457.2-201	chr5	138760153	138767676
AC135457.2-202	chr5	138751094	138753471
AC135592.2	chr19	60636335	60645583
AC135731.6	chr15	28275531	28291763
AC135776.3-201	chr16	34113873	34116095
AC135776.3-202	chr16	34132039	34150129
AC135891.3	chr12	64438070	64507021
AC135983.4-201	chr15	30524599	30528247
AC135983.4-202	chr15	30527646	30532471
AC135995.7-201	chr15	80551134	80585378
AC135995.7-202	chr15	80543906	80556454
AC135995.7-204	chr15	80509240	80518615
AC136289.2	chr3	63613384	63625918
AC136428.3-202	chr16	33536935	33537651
AC136428.3-203	chr16	33554458	33562037
AC136443.3-201	chr16	14713047	14727651
AC136443.3-202	chr16	14752171	14766771
AC136488.3	chrX	44893599	44893871
AC136604.2-201	chr5	179011149	179012840
AC136604.2-202	chr5	179001166	179004614
AC136619.3-201	chr16	16322811	16395300
AC136619.3-202	chr16	16389099	16395300
AC136632.3-201	chr5	177473162	177485713
AC136632.3-203	chr5	177414996	177415873
AC136698.6-201	chr15	82695531	82700382
AC136698.6-202	chr15	82659068	82689881
AC136698.6-204	chr15	82659068	82689892
AC136704.9	chr15	82744018	82757403
AC136759.4	chr11	49554374	49555039
AC137766.2	chr12	9440930	9446360
AC137803.2	chr16	15365326	15371268
AC138028.1-201	chr16	87336676	87339657
AC138028.1-202	chr16	87330709	87335327
AC138356.3	chr8	37711437	37714102
AC138393.2	chr1	222263052	222264932
AC138409.1-201	chr5	34225895	34228810
AC138409.1-202	chr5	34210910	34232139
AC138472.5	chr19	49808780	49831921
AC138534.2	chr19	50693705	50697406
AC138534.3	chr19	50683875	50697397
AC138649.2	chr15	20739172	20759858
AC138701.3	chr15	18343819	18353093
AC138710.5	chr17	21395463	21395534
AC138750.2-201	chrNT_113924	29955	34926
AC138750.2-203	chrNT_113924	136324	139246
AC138761.4	chr17	21654000	21655891
AC138783.10-201	chr7	74340864	74352585
AC138783.10-202	chr7	74334002	74342052
AC138811.3	chr16	18723677	18844887
AC138894.2-201	chr16	28413504	28417783
AC138894.2-202	chr16	28332525	28333958
AC138894.2-203	chr16	28377001	28389260
AC138904.3	chr16	28262355	28275423
AC138907.2	chr16	32590597	32596379
AC138932.4	chr16	14924160	14953402
AC138951.2-201	chr5	21527189	21532988
AC138951.2-203	chr5	21495407	21510297
AC138965.2	chr5	175231108	175243629
AC138969.2	chr16	16322751	16351936
AC139099.1	chrNT_113934	63016	64752
AC139149.5	chr17	76987561	77047953
AC139256.5	chr16	15106005	15132796
AC139272.3	chr5	70106234	70108204
AC139277.2	chr5	69252309	69310192
AC139337.5	chr3	90334044	90338051
AC139361.2-201	chrNT_113935	131544	172666
AC139361.2-202	chrNT_113935	15848	26773
AC139361.2-203	chrNT_113935	36683	44136
AC139367.2-201	chrNT_113936	79227	152515
AC139367.2-202	chrNT_113936	28552	32032
AC139367.2-203	chrNT_113936	12377	14262
AC139425.3-201	chr15	80451514	80535839
AC139425.3-202	chr15	80423526	80424708
AC139426.2-201	chr15	30475399	30475956
AC139426.2-203	chr15	30486097	30504170
AC139495.2	chr5	68964790	68967712
AC139511.2-201	chrNT_113925	68991	82344
AC139511.2-202	chrNT_113925	89916	95284
AC139536.2-201	chrNT_113926	38626	39948
AC139536.2-202	chrNT_113926	53454	56065
AC139536.2-203	chrNT_113926	42606	45760
AC139536.2-204	chrNT_113926	19685	30985
AC139687.2-201	chrNT_113927	55381	61772
AC139687.2-202	chrNT_113927	94815	96137
AC139687.2-203	chrNT_113927	81416	92158
AC139687.2-204	chrNT_113927	80779	81405
AC139687.2-205	chrNT_113927	10362	15474
AC139687.2-206	chrNT_113927	34293	35759
AC139768.14	chr12	49925400	49950473
AC139769.1	chr19	23801726	23802761
AC139792.2	chr5	34214831	34254205
AC139834.2	chr5	70127358	70185264
AC140077.17	chr12	7058091	7136272
AC140134.2-201	chr5	69424621	69460019
AC140134.2-202	chr5	69470446	69590632
AC140481.3-201	chr2	131066823	131073721
AC140481.3-202	chr2	131044872	131056411
AC140481.3-204	chr2	131085524	131132134
AC140485.3	chr2	109381463	109616530
AC140658.2	chr16	33682880	33685245
AC140770.1	chr5	158229570	158229797
AC141257.2	chr16	33169621	33173973
AC141586.2-201	chr16	2592267	2592458
AC141586.2-202	chr16	2606123	2633298
AC141586.2-203	chr16	2593352	2620496
AC142086.3	chr16	32805085	32807450
AC142381.2-201	chr16	31880910	31893183
AC142381.2-202	chr16	31894362	31922104
AC142402.2-201	chrNT_113906	23144	24113
AC142402.2-202	chrNT_113906	28978	30898
AC142402.2-203	chrNT_113906	24011	27646
AC142402.2-204	chrNT_113906	11871	22380
AC142402.2-205	chrNT_113906	2422	7911
AC143342.3	chr4	3994417	4008064
AC144411.2	chr7	788263	789286
AC144526.2-201	chrNT_113902	52867	58638
AC144526.2-202	chrNT_113902	21797	23680
AC144526.2-203	chrNT_113902	12146	18797
AC144831.2	chrNT_113937	5645	7303
AC144838.2	chr17	21476548	21485262
AC145060.2	chrNT_113909	12407	12730
AC145081.1-201	chrNT_113939	103260	114379
AC145081.1-202	chrNT_113939	21492	22866
AC145098.2	chr5	176879397	176914114
AC145132.2	chr5	68683311	68701596
AC145138.2-201	chr5	70533867	70621367
AC145138.2-202	chr5	70471472	70529370
AC145146.2	chr5	68825796	69042097
AC145205.2	chrNT_113943	43956	49839
AC145207.1-201	chrNT_113944	156790	157403
AC145207.1-202	chrNT_113944	174138	174200
AC145207.1-204	chrNT_113944	156409	157901
AC145207.1-205	chrNT_113944	146301	154840
AC145207.1-206	chrNT_113944	122177	124443
AC145207.1-207	chrNT_113944	158953	166109
AC145207.1-208	chrNT_113944	45179	50120
AC145207.1-209	chrNT_113944	167062	172839
AC145207.1-210	chrNT_113944	177305	178239
AC145207.1-211	chrNT_113944	142366	146092
AC145207.1-212	chrNT_113944	87754	89224
AC145212.1	chrNT_113888	53594	115055
AC145285.2-201	chr16	28618998	28620433
AC145285.2-202	chr16	28563412	28577452
AC145285.2-203	chr16	28677526	28691577
AC145291.2-201	chr8	145275536	145377300
AC145291.2-202	chr8	145388996	145391965
AC145350.2	chr16	32928151	32928745
AC145423.8	chr12	122508604	122516894
AC146944.1-201	chr5	69847835	69886906
AC146944.1-202	chr5	69826551	69832484
AC146944.1-203	chr5	69842535	69843804
AC147055.2	chr4	69194911	69218969
AC147362.2	chr16	54351994	54385568
AC147651.4	chr7	506066	507949
AC148477.3	chr12	131362142	131364988
ACAA1	chr3	38139211	38153619
ACAA2	chr18	45563873	45593900
ACACA	chr17	32516046	32841015
ACACB	chr12	108061585	108190411
ACAD10	chr12	110608285	110679284
ACAD8	chr11	133628644	133640954
ACAD9	chr3	130081144	130114646
ACADL	chr2	210760963	210798405
ACADM	chr1	75962870	76001771
ACADS	chr12	119648025	119662193
ACADSB	chr10	124758419	124807796
ACADVL	chr17	7063855	7069311
ACAN	chr15	87147709	87218716
ACAP2	chr3	196476768	196645041
ACAT1	chr11	107497468	107523485
ACAT2	chr6	160103043	160120048
ACBD3	chr1	224399005	224441046
ACBD4	chr17	40568580	40577324
ACBD5	chr10	27524149	27571065
ACBD6	chr1	178524002	178738639
ACBD7	chr10	15157481	15170781
ACCN1	chr17	28364221	29507664
ACCN2	chr12	48737754	48763660
ACCN3	chr7	150376780	150380773
ACCN4	chr2	220087296	220111730
ACCN5	chr4	156970331	157006875
ACCS	chr11	44044586	44062332
ACD	chr16	66248929	66251882
ACE	chr17	58915916	58952937
ACE2	chrX	15489077	15529123
ACHE	chr7	100325552	100331477
ACIN1	chr14	22597616	22634663
ACLY	chr17	37276710	37328798
ACMSD	chr2	135312587	135376074
ACN9	chr7	96584953	96649007
ACO1	chr9	32374618	32440834
ACO2	chr22	40195075	40254939
ACOT1	chr14	73073571	73080206
ACOT11	chr1	54786489	54873005
ACOT12	chr5	80661580	80725709
ACOT2	chr14	73105698	73112110
ACOT4	chr14	73128163	73132221
ACOT6	chr14	73153301	73156345
ACOT7	chr1	6246920	6376413
ACOT8	chr20	43903768	43919442
ACOT9	chrX	23631722	23694513
ACOX1	chr17	71449191	71487039
ACOX2	chr3	58465906	58497956
ACOX3	chr4	8418911	8493352
ACOXL	chr2	111206680	111568392
ACP1	chr2	254896	268278
ACP2	chr11	47217429	47226939
ACP5	chr19	11546477	11550766
ACP6	chr1	145585794	145608988
ACPL2	chr3	142433372	142496173
ACPP	chr3	133518941	133569831
ACPT	chr19	55985484	55990293
ACR	chr22	49523518	49530590
ACRBP	chr12	6617503	6626841
ACRC	chrX	70714986	70750158
ACRV1	chr11	125047440	125056152
ACSBG1	chr15	76246865	76313913
ACSBG2	chr19	6086710	6144112
ACSF2	chr17	45858518	45907199
ACSF3	chr16	87687825	87749670
ACSL1	chr4	185913744	185984209
ACSL3	chr2	223433976	223516360
ACSL4	chrX	108771222	108863277
ACSL5	chr10	114123906	114178127
ACSL6	chr5	131311207	131375214
ACSM1	chr16	20542060	20610079
ACSM2	chr16	20455588	20495196
ACSM2A	chr16	20370399	20405749
ACSM3	chr16	20682813	20715979
ACSM4	chr12	7348209	7372236
ACSM5	chr16	20328357	20360149
ACSS1	chr20	24934874	24987616
ACSS2	chr20	32926406	32979421
ACSS3	chr12	79995940	80173713
ACTA1	chr1	227633615	227636464
ACTA2	chr10	90684814	90702509
ACTB	chr7	5533313	5536758
ACTBL2	chr5	56813161	56814291
ACTBL3	chr2	132065738	132100217
ACTC1	chr15	32867589	32875219
ACTG1	chr17	77091594	77094422
ACTG2	chr2	73973602	74000500
ACTL6A	chr3	180763402	180788880
ACTL6B	chr7	100078678	100092007
ACTL7A	chr9	110664367	110665855
ACTL7B	chr9	110656692	110659068
ACTL8	chr1	17954395	18026145
ACTN1	chr14	68410793	68515709
ACTN2	chr1	234916422	234993863
ACTN3	chr11	66070967	66087373
ACTN4	chr19	43830167	43913010
ACTR10	chr14	57736586	57772104
ACTR1A	chr10	104228977	104252452
ACTR1B	chr2	97638863	97646893
ACTR2	chr2	65308406	65351889
ACTR3	chr2	114364007	114432635
ACTR3B	chr7	152087784	152183396
ACTR5	chr20	36810526	36834226
ACTR6	chr12	99117996	99142332
ACTR8	chr3	53876195	53891227
ACTRT1	chrX	127012622	127014058
ACTRT2	chr1	2927906	2929325
ACVR1	chr2	158301207	158439869
ACVR1B	chr12	50631753	50677124
ACVR1C	chr2	158097152	158193645
ACVR2A	chr2	148319067	148404863
ACVR2B	chr3	38470794	38509637
ACVRL1	chr12	50587469	50603412
ACY1	chr3	51992603	51998258
ACY3	chr11	67166605	67174706
ACYP1	chr14	74589683	74600489
ACYP2	chr2	54195914	54385937
AD000671.1	chr19	40900761	40921619
AD001527.1	chr19	41293849	41296453
ADA	chr20	42681578	42713795
ADAD1	chr4	123519618	123570389
ADAD2	chr16	82782245	82788273
ADAL	chr15	41410217	41428900
ADAM10	chr15	56675802	56829469
ADAM11	chr17	40192094	40214740
ADAM12	chr10	127693415	128067055
ADAM15	chr1	153290386	153301876
ADAM17	chr2	9546864	9613368
ADAM18	chr8	39561257	39706740
ADAM19	chr5	156836890	156935346
ADAM2	chr8	39720414	39814936
ADAM20	chr14	70058832	70071485
ADAM21	chr14	69993970	69996375
ADAM22	chr7	87401717	87663742
ADAM23	chr2	207016784	207191124
ADAM28	chr8	24207525	24273005
ADAM29	chr4	176076134	176135905
ADAM30	chr1	120237679	120240641
ADAM32	chr8	39084207	39261592
ADAM33	chr20	3596617	3610893
ADAM5P	chr8	39282846	39394052
ADAM7	chr8	24354542	24422951
ADAM8	chr10	134925912	134940362
ADAM9	chr8	38973662	39081934
ADAMDEC1	chr8	24297916	24319471
ADAMTS1	chr21	27130479	27139599
ADAMTS10	chr19	8551126	8581588
ADAMTS12	chr5	33563043	33928054
ADAMTS13	chr9	135276941	135314328
ADAMTS14	chr10	72102565	72192203
ADAMTS15	chr11	129824079	129848926
ADAMTS16	chr5	5193443	5373412
ADAMTS17	chr15	98329166	98699706
ADAMTS18	chr16	75873527	76026512
ADAMTS19	chr5	128824002	129102275
ADAMTS2	chr5	178473457	178704935
ADAMTS20	chr12	42034279	42231991
ADAMTS3	chr4	73365551	73653380
ADAMTS4	chr1	159426163	159435469
ADAMTS5	chr21	27212112	27260703
ADAMTS6	chr5	64480322	64813460
ADAMTS7	chr15	76838601	76890828
ADAMTS8	chr11	129780030	129803749
ADAMTS9	chr3	64476373	64648405
ADAMTSL1	chr9	18464104	18900948
ADAMTSL2	chr9	135387107	135430462
ADAMTSL3	chr15	82113842	82499598
ADAMTSL4	chr1	148788522	148800032
ADAMTSL5	chr19	1456023	1464019
ADAR	chr1	152821162	152867098
ADARB1	chr21	45318943	45470903
ADARB2	chr10	1218073	1769670
ADAT1	chr16	74190499	74214655
ADAT2	chr6	143788771	143813488
ADAT3	chr19	1856417	1864444
ADC	chr1	33319355	33358709
ADCK1	chr14	77336222	77470047
ADCK2	chr7	140019422	140041378
ADCK4	chr19	45889274	45914440
ADCK5	chr8	145568539	145589259
ADCY1	chr7	45580646	45729237
ADCY10	chr1	166045507	166149964
ADCY2	chr5	7449343	7883194
ADCY3	chr2	24895545	24995559
ADCY4	chr14	23857395	23874117
ADCY5	chr3	124485481	124650082
ADCY6	chr12	47446248	47469087
ADCY7	chr16	48857979	48909547
ADCY8	chr8	131861736	132123854
ADCY9	chr16	3952658	4106187
ADCYAP1	chr18	895061	902173
ADCYAP1R1	chr7	31058650	31113403
ADD1	chr4	2815382	2901587
ADD2	chr2	70742773	70848837
ADD3	chr10	111755716	111885310
ADFP	chr9	19105760	19117573
ADH1B	chr4	100445157	100461579
ADH1C	chr4	100416547	100431165
ADH4	chr4	100263855	100284472
ADH5	chr4	100211152	100240090
ADH6	chr4	100342818	100359426
ADH7	chr4	100552441	100575548
ADHFE1	chr8	67507272	67543592
ADI1	chr2	3480698	3502306
ADIG	chr20	36643252	36650518
ADIPOQ	chr3	188043157	188058944
ADIPOR1	chr1	201176577	201194034
ADIPOR2	chr12	1670508	1768105
ADK	chr10	75580971	76139066
ADM	chr11	10283219	10285518
ADM2	chr22	49266878	49271732
ADNP	chr20	48940290	48980934
ADNP2	chr18	75967903	75999217
ADORA1	chr1	201326405	201403155
ADORA2A	chr22	22996866	23168324
ADORA2B	chr17	15788956	15819935
ADORA3	chr1	111827495	111908120
ADPGK	chr15	70830763	70863114
ADPRH	chr3	120781213	120791481
ADPRHL1	chr13	113124263	113155753
ADPRHL2	chr1	36327073	36332119
ADRA1A	chr8	26661584	26778839
ADRA1B	chr5	159276318	159332595
ADRA1D	chr20	4149278	4177659
ADRA2A	chr10	112826911	112830560
ADRA2B	chr2	96142434	96145711
ADRA2C	chr4	3738094	3740051
ADRB1	chr10	115793796	115796657
ADRB2	chr5	148186349	148188381
ADRB3	chr8	37939673	37943341
ADRBK1	chr11	66790481	66810605
ADRBK2	chr22	24290861	24455238
ADRM1	chr20	60311422	60317311
ADSL	chr22	39072509	39092697
ADSS	chr1	242638420	242682036
ADSSL1	chr14	104261579	104284690
AEBP1	chr7	44110485	44120683
AEBP2	chr12	19483901	19566440
AEN	chr15	86965593	86976516
AES	chr19	3003908	3013964
AF002997.4	chrX	151678543	151679393
AF003627.1	chrX	150316363	150328493
AF011889.1	chrX	148414420	148415449
AF015262.2	chr21	35332762	35344227
AF038458.1	chr19	41177941	41179053
AF111167.2	chr14	74828562	74830769
AF124731.2	chr21	29487672	29582397
AF165138.7	chr21	14887912	14953013
AF186192.4	chr8	145903923	145904474
AF196972.1	chrX	48272500	48318219
AF205589.5	chr8	145547782	145549313
AF228730.6	chr8	7177319	7178911
AF228730.8	chr8	7121628	7170092
AF233439.5	chr8	6822582	6825012
AF235103.4-201	chr8	145985959	145988609
AF235103.4-203	chr8	146003056	146023229
AF238378.5	chr8	6883503	6884371
AF277315.6	chrX	153480579	153485101
AF279873.4	chr8	33907733	33947007
AF347015.1	chrMT	8528	9208
AFAP1	chr4	7811342	7992553
AFAP1L1	chr5	148631651	148701558
AFAP1L2	chr10	116044575	116154505
AFDC1	chr10	89502855	89567897
AFF1	chr4	88147177	88281215
AFF2	chrX	147389831	147889899
AFF3	chr2	99530150	100125469
AFF4	chr5	132238970	132327253
AFG3L1	chr16	88566489	88594696
AFG3L2	chr18	12319108	12367194
AFM	chr4	74566326	74588582
AFMID	chr17	73694993	73715377
AFP	chr4	74520744	74540358
AFTPH	chr2	64604969	64673635
AGA	chr4	178588918	178600585
AGAP11	chr10	88751319	88759929
AGAP2	chr12	56405251	56422209
AGAP3	chr7	150414759	150472456
AGBL1	chr15	84486246	85332327
AGBL2	chr11	47637721	47692878
AGBL3	chr7	134321802	134451158
AGBL4	chr1	48771114	50262172
AGBL5	chr2	27127995	27146985
AGER	chr6	32256723	32260001
AGFG2	chr7	99974770	100003778
AGGF1	chr5	76361988	76396789
AGK	chr7	140901712	141000678
AGL	chr1	100088228	100162167
AGMAT	chr1	15771739	15784192
AGPAT1	chr6	32243997	32253851
AGPAT2	chr9	138687416	138701732
AGPAT3	chr21	44109544	44231903
AGPAT4	chr6	161471050	161615097
AGPAT5	chr8	6553286	6606427
AGPAT6	chr8	41554876	41597971
